Company,Product,Inches,Memory,Gpu,OpSys,Price_euros,height,width,Clock,Weight_in_kg
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,15.6,4,Intel HD Graphics 520,No OS,450.0,768,1366,2.0,1.9
Dell,Vostro 5568,15.6,8,Intel HD Graphics 620,Windows 10,795.0,1080,1920,2.5,2.18
Acer,Spin 5,13.3,8,Intel UHD Graphics 620,Windows 10,999.0,1080,1920,1.6,1.6
Lenovo,ThinkPad P51s,15.6,16,Nvidia Quadro M520M,Windows 7,1855.0,1080,1920,2.5,2.18
Lenovo,Thinkpad T460p,14.0,8,Intel HD Graphics 520,Windows 10,1191.0,1080,1920,2.3,1.8
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,17.3,6,AMD Radeon 530,Windows 10,655.01,1080,1920,2.5,2.71
Lenovo,Legion Y520-15IKBN,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,1249.0,1080,1920,2.8,2.5
Dell,Latitude 5480,14.0,8,Nvidia GeForce 930MX,Linux,1089.0,1080,1920,2.8,1.64
Dell,Vostro 5568,15.6,8,Intel HD Graphics 620,Linux,726.0,1080,1920,2.5,1.98
Asus,VivoBook E403NA,14.0,4,Intel HD Graphics 500,Windows 10,298.0,1080,1920,1.1,1.5
Dell,Latitude 5580,15.6,16,Intel HD Graphics 620,Windows 10,1426.66,1080,1920,2.6,1.93
Lenovo,Thinkpad E470,14.0,8,Nvidia GeForce 920MX,Windows 10,857.07,1080,1920,2.5,1.87
Dell,Latitude 5580,15.6,8,Intel HD Graphics 620,Windows 10,1179.0,1080,1920,2.6,1.9
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),15.6,4,AMD Radeon R4,Windows 10,298.0,768,1366,2.0,2.19
Mediacom,Smartbook 142,14.0,4,Intel HD Graphics 400,Windows 10,265.0,1200,1920,1.92,1.4
HP,ProBook 470,17.3,8,Nvidia GeForce 930MX,Windows 10,1200.0,1080,1920,2.7,2.63
Lenovo,ThinkPad X1,14.0,8,Intel HD Graphics 520,Windows 10,1686.64,1440,2560,2.5,1.17
HP,Pavilion X360,13.3,8,Intel HD Graphics 620,Windows 10,836.6,768,1366,2.5,1.58
Lenovo,ThinkPad T470s,14.0,8,Intel HD Graphics 620,Windows 10,1499.0,1080,1920,2.5,1.32
Dell,Alienware 17,17.3,32,Nvidia GeForce GTX 1070,Windows 10,3659.4,2160,3840,2.8,4.36
MSI,GL72M 7REX,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows 10,1348.48,1080,1920,2.8,2.7
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,15.6,4,Intel HD Graphics 620,No OS,489.9,768,1366,2.5,1.9
Dell,Inspiron 5570,15.6,8,AMD Radeon 530,Windows 10,719.0,1080,1920,1.6,2.2
Dell,Inspiron 5378,13.3,4,Intel HD Graphics 620,Windows 10,649.0,1080,1920,2.4,1.71
Dell,Inspiron 5567,15.6,8,AMD Radeon R7 M445,Linux,589.52,768,1366,2.5,2.32
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,15.6,4,AMD Radeon 520,Windows 10,489.0,1080,1920,3.0,2.1
Acer,Predator 17,17.3,16,Nvidia GeForce GTX 1060,Windows 10,1935.0,1080,1920,2.6,4.2
Dell,Inspiron 3567,15.6,12,Intel HD Graphics 620,Windows 10,649.0,768,1366,2.5,2.25
HP,15-BW091ND (A9-9420/6GB/1TB,15.6,6,AMD Radeon 520,Windows 10,650.0,1080,1920,3.0,2.1
Acer,Extensa EX2540-58KR,15.6,4,Intel HD Graphics 620,Windows 10,559.0,768,1366,2.5,2.4
Lenovo,ThinkPad 13,13.3,8,Intel HD Graphics 620,Windows 10,960.0,1080,1920,2.5,1.44
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),15.6,4,Intel HD Graphics 620,Windows 10,779.0,1080,1920,2.7,1.85
HP,ZBook 15,15.6,16,Nvidia Quadro M2200,Windows 10,2419.0,1080,1920,2.8,2.6
Dell,Inspiron 5379,13.3,8,Intel UHD Graphics 620,Windows 10,659.0,1080,1920,1.6,1.55
MSI,GS63VR 7RF,15.6,16,Nvidia GeForce GTX 1060,Windows 10,2094.48,1080,1920,2.8,1.8
Acer,Aspire ES1-572,15.6,4,Intel HD Graphics 520,Windows 10,410.8,768,1366,2.0,2.4
Dell,Inspiron 7560,15.6,8,Nvidia GeForce 940MX,Windows 10,1207.0,1080,1920,2.7,2.0
Dell,Vostro 3568,15.6,8,Intel HD Graphics 520,Windows 10,665.0,768,1366,2.0,2.0
Toshiba,Tecra X40-D-10G,14.0,8,Intel HD Graphics 620,Windows 10,1535.0,1080,1920,2.5,1.25
Lenovo,Flex 5,14.0,8,Intel HD Graphics 620,Windows 10,999.0,1080,1920,2.5,1.7
Lenovo,Thinkpad P51s,15.6,16,Nvidia Quadro M520M,Windows 10,3299.0,2160,3840,2.8,2.5
Acer,Chromebook 14,14.0,2,Intel HD Graphics 400,Chrome OS,330.0,768,1366,1.6,1.68
Samsung,Notebook 9,13.3,16,Intel HD Graphics 620,Windows 10,1649.0,1080,1920,2.7,0.81
HP,250 G6,15.6,8,Intel HD Graphics 520,Windows 10,539.0,1080,1920,2.0,1.86
Dell,Latitude 5480,14.0,8,Intel HD Graphics 620,Windows 10,1126.71,768,1366,2.5,1.6
HP,Zbook 17,17.3,16,Nvidia Quadro M2000M,Windows 7,4389.0,1080,1920,2.9,3.0
Lenovo,N23 (N3060/4GB/128GB/W10),11.6,4,Intel HD Graphics 400,Windows 10,475.0,768,1366,1.6,1.4
HP,EliteBook 850,15.6,8,Intel HD Graphics 520,Windows 10,1900.0,1080,1920,2.4,1.84
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,15.6,4,Nvidia GeForce GTX 950M,No OS,579.0,768,1366,2.3,2.45
Lenovo,Thinkpad T460,14.0,4,Intel HD Graphics 520,Windows 10,1096.0,1080,1920,2.3,1.7
Asus,Pro P2540UA-XO0192R,15.6,4,Intel HD Graphics 620,Windows 10,849.9,768,1366,2.7,2.37
Lenovo,Yoga 900-13ISK,13.3,8,Intel HD Graphics 540,Windows 10,1199.0,1800,3200,1.8,1.3
HP,15-cb003na (i5-7300HQ/8GB/1TB,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1099.0,1080,1920,2.5,2.2
HP,ZBook 15,15.6,8,Nvidia Quadro M1000M,Windows 7,1561.0,1080,1920,2.6,2.59
Dell,Alienware 17,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2868.99,2160,3840,2.8,4.42
Acer,Aspire 3,15.6,4,Intel HD Graphics 620,Windows 10,599.0,768,1366,2.5,2.1
Lenovo,Legion Y520-15IKBN,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1048.0,1080,1920,2.8,2.5
Dell,Latitude 7280,12.5,16,Intel HD Graphics 620,Windows 10,1859.0,1080,1920,2.8,1.18
Google,Pixelbook (Core,12.3,8,Intel HD Graphics 615,Chrome OS,1559.0,1600,2400,1.2,1.1
Asus,Zenbook UX330UA-AH5Q,13.3,8,Intel HD Graphics 620,Windows 10,1129.0,1800,3200,2.5,1.2
Dell,Latitude 3380,13.3,4,Intel HD Graphics 520,Windows 10,849.0,768,1366,2.0,1.65
Acer,TravelMate P238-M,13.3,4,Intel HD Graphics 520,Windows 10,655.0,768,1366,2.3,1.6
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,17.3,4,Nvidia GeForce 920MX,Windows 10,470.34,768,1366,1.1,2.8
Dell,Inspiron 7559,15.6,16,Nvidia GeForce GTX 960M,Windows 10,1099.0,2160,3840,2.6,2.72
Samsung,Notebook 9,13.3,8,Intel HD Graphics 620,Windows 10,1599.0,1080,1920,2.7,1.31
Acer,Aspire A315-31,15.6,4,Intel HD Graphics 505,Linux,298.0,768,1366,1.1,2.1
Dell,Inspiron 5567,15.6,16,AMD Radeon R7 M445,Windows 10,1181.27,1080,1920,2.7,2.3
Samsung,Notebook 9,15.0,16,AMD Radeon 540,Windows 10,1799.0,1080,1920,2.7,1.71
Toshiba,Tecra A40-C-1E5,14.0,4,Intel HD Graphics 520,Windows 10,1020.0,768,1366,2.3,1.75
Dell,Inspiron 7567,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1099.0,1080,1920,2.8,2.62
HP,EliteBook 820,12.5,4,Intel HD Graphics 520,Windows 10,1244.0,768,1366,2.3,1.26
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,15.6,12,Nvidia GeForce 940MX,Windows 10,839.0,1080,1920,2.7,2.3
Lenovo,Thinkpad P50,15.6,16,Nvidia Quadro M2000M,Windows 7,2370.0,2160,3840,2.7,2.5
Acer,Swift 3,14.0,4,Intel HD Graphics 620,Windows 10,636.0,1080,1920,2.4,1.8
Razer,Blade Pro,14.0,16,Nvidia GeForce GTX 1060,Windows 10,2899.0,1080,1920,2.8,1.95
Asus,Vivobook Max,15.6,8,Intel HD Graphics 505,Windows 10,581.9,1080,1920,1.1,2.0
Dell,Alienware 17,17.3,32,Nvidia GeForce GTX 1070M,Windows 10,3588.8,1080,1920,2.8,4.42
Asus,Rog G752VS-BA171T,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2350.0,1080,1920,2.6,4.3
Toshiba,Tecra Z40-C-161,14.0,16,Nvidia GeForce 930M,Windows 10,1764.0,1080,1920,2.6,1.47
Lenovo,IdeaPad 110-15IBR,15.6,8,Intel HD Graphics 405,No OS,329.0,768,1366,1.6,2.2
Lenovo,ThinkPad T470s,14.0,16,Intel HD Graphics 620,Windows 10,2299.0,1080,1920,2.7,1.7
MSI,GS43VR 7RE,14.0,16,Nvidia GeForce GTX 1060,Windows 10,1891.0,1080,1920,2.8,1.6
MSI,GL62M (i5-7300HQ/8GB/1TB,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1089.0,1080,1920,2.5,2.2
Lenovo,Legion Y520-15IKBN,15.6,4,Nvidia GeForce GTX 1050,Windows 10,999.0,1080,1920,2.8,2.4
Acer,Predator G9-793,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2299.0,1080,1920,2.8,4.2
Dell,Inspiron 7567,15.6,8,Nvidia GeForce GTX 1050,Windows 10,985.0,1080,1920,2.5,2.62
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,15.6,8,Nvidia GeForce GTX1060,Windows 10,1339.0,1080,1920,2.8,2.24
Vero,K146 (N3350/4GB/32GB/W10),14.0,4,Intel HD Graphics 500,Windows 10,202.9,1080,1920,1.1,1.22
Lenovo,ThinkPad Yoga,13.3,8,Intel HD Graphics 620,Windows 10,1970.0,1080,1920,2.7,1.37
Lenovo,Yoga 510-15IKB,15.6,8,AMD Radeon R7 M460,Windows 10,959.0,1080,1920,2.5,2.08
Apple,"MacBook 12""",12.0,8,Intel HD Graphics 5300,Mac OS X,1165.0,1440,2304,1.2,0.92
Lenovo,ThinkPad X1,14.0,8,Intel HD Graphics 620,Windows 10,2330.0,1440,2560,2.5,1.42
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),14.0,4,Intel HD Graphics 500,Windows 10,299.0,768,1366,1.1,1.63
Dell,Latitude 3580,15.6,8,Intel HD Graphics 620,Windows 10,810.0,768,1366,2.5,1.95
Lenovo,Yoga 910-13IKB,13.9,8,Intel HD Graphics 620,Windows 10,1349.0,1080,1920,2.7,1.38
Dell,Vostro 5568,15.6,8,AMD Radeon R5 M420X,Windows 10,739.0,1080,1920,2.0,2.0
HP,ZBook 17,15.6,8,Nvidia Quadro M2200,Windows 10,2064.9,1080,1920,2.8,3.14
Asus,Pro P2540UA-XS51,15.6,8,Intel HD Graphics 620,Windows 10,1099.0,1080,1920,2.5,2.37
Dell,XPS 13,13.3,8,Intel HD Graphics 620,Windows 10,1499.0,1080,1920,2.5,1.29
Dell,XPS 15,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1749.0,2160,3840,2.5,2.06
Dell,Latitude 3180,11.6,4,Intel HD Graphics 505,Windows 10,744.0,768,1366,1.1,1.63
HP,EliteBook 820,12.5,8,Intel HD Graphics 620,Windows 10,1389.0,768,1366,2.6,1.26
Toshiba,Satellite Pro,15.6,4,Intel HD Graphics 520,Windows 10,780.0,768,1366,2.3,2.1
HP,15-ba043na (A12-9700P/8GB/2TB/W10),15.6,8,AMD Radeon R7 Graphics,Windows 10,629.0,768,1366,2.5,2.04
Dell,Inspiron 7567,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1679.0,2160,3840,2.8,2.62
Lenovo,IdeaPad 310-15IKB,15.6,4,Nvidia GeForce 920M,Windows 10,609.0,1080,1920,2.5,2.4
HP,Omen 17-an012dx,17.3,12,AMD Radeon RX 580,Windows 10,1749.0,1080,1920,2.8,3.74
MSI,GE72MVR 7RG,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2415.0,1080,1920,2.8,2.9
Samsung,Notebook 9,13.3,8,Intel HD Graphics 620,Windows 10,1499.0,1080,1920,2.5,0.81
Dell,Vostro 5568,15.6,8,Nvidia GeForce GT 940MX,Windows 10,961.0,1080,1920,2.7,1.98
Dell,Vostro 3568,15.6,8,AMD Radeon R5 M420,Windows 10,789.81,1080,1920,2.5,2.18
Lenovo,Thinkpad T470s,14.0,8,Intel HD Graphics 620,Windows 10,1859.0,1080,1920,2.7,1.32
Razer,Blade Stealth,12.5,16,Intel HD Graphics 620,Windows 10,1799.0,2160,3840,2.5,1.29
HP,Chromebook 11,11.6,4,Intel HD Graphics 400,Chrome OS,385.0,768,1366,1.6,1.23
Dell,Alienware 17,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2505.02,1080,1920,2.8,4.36
Dell,Latitude 3480,14.0,4,Intel HD Graphics 520,Windows 10,755.0,768,1366,2.3,1.76
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),15.6,4,Intel HD Graphics 520,Windows 10,489.9,768,1366,2.0,2.1
Toshiba,Tecra X40-D-10Z,14.0,4,Intel HD Graphics 620,Windows 10,1090.0,768,1366,2.5,1.25
Lenovo,Thinkpad X1,14.0,8,Intel HD Graphics 620,Windows 10,2499.0,1080,1920,2.7,1.13
MSI,GL62M 7RD,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1199.0,1080,1920,2.5,2.4
Lenovo,ThinkPad X1,14.0,8,Intel HD Graphics 620,Windows 10,1875.0,1080,1920,2.5,1.13
Toshiba,Satellite Pro,14.0,4,Intel HD Graphics 510,Windows 10,499.0,768,1366,2.1,1.75
Asus,ZenBook Flip,13.3,8,Intel HD Graphics 620,Windows 10,1358.0,1080,1920,2.5,1.1
Dell,Latitude 3480,14.0,4,Intel HD Graphics 520,Windows 10,585.0,768,1366,2.0,1.76
Acer,Chromebook 11,11.6,4,Intel HD Graphics 400,Chrome OS,355.0,768,1366,1.6,1.35
Acer,Swift 3,14.0,8,Intel HD Graphics 620,Windows 10,619.0,1080,1920,2.4,1.5
Razer,Blade Pro,17.3,32,Nvidia GeForce GTX 1080,Windows 10,5499.0,2160,3840,2.9,3.49
Lenovo,Thinkpad X1,14.0,16,Intel HD Graphics 520,Windows 10,2099.0,1440,2560,2.6,1.1
Asus,VivoBook Max,15.6,4,Nvidia GeForce 920,Linux,519.0,1080,1920,2.5,2.1
Lenovo,Thinkpad T460,14.0,8,Intel HD Graphics 520,Windows 10,1186.0,1080,1920,2.3,1.7
Lenovo,ThinkPad T470s,14.0,8,Intel HD Graphics 620,Windows 10,1650.0,1080,1920,2.6,1.32
Dell,Alienware 15,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2774.63,1080,1920,2.8,3.21
Asus,Rog GL702VS-BA023T,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2419.0,1080,1920,2.8,2.9
Toshiba,Satellite Pro,15.6,4,Intel HD Graphics 620,Windows 10,669.0,768,1366,2.4,2.0
Lenovo,N42-20 Chromebook,14.0,4,Intel HD Graphics 400,Chrome OS,325.0,768,1366,1.6,1.5
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),15.6,8,Intel HD Graphics 620,Windows 10,590.0,1080,1920,2.5,2.3
Asus,Rog GL702VM-GC017T,17.3,16,Nvidia GeForce GTX 1060,Windows 10,1799.0,1080,1920,2.6,2.73
Dell,Alienware 17,17.3,32,Nvidia GeForce GTX 1070,Windows 10,3072.89,1080,1920,2.8,4.42
HP,ProBook 470,17.3,8,Nvidia GeForce 930MX,Windows 10,910.0,900,1600,2.5,2.63
Dell,Vostro 3568,15.6,8,Intel HD Graphics 620,Windows 10,713.99,768,1366,2.5,2.18
HP,EliteBook 840,14.0,8,Intel HD Graphics 520,Windows 7,1870.0,1080,1920,2.5,1.54
Dell,Vostro 3568,15.6,4,AMD Radeon R5 M420,Windows 10,739.0,1080,1920,2.7,2.18
HP,Chromebook X360,11.6,4,Intel HD Graphics 500,Chrome OS,615.0,768,1366,1.1,1.4
Asus,ZenBook UX310UQ-GL026T,13.3,8,Nvidia GeForce 940M,Windows 10,1026.0,1080,1920,2.3,1.45
HP,EliteBook x360,13.3,8,Intel HD Graphics 620,Windows 10,2277.0,1080,1920,2.5,1.28
HP,EliteBook 840,14.0,8,Intel HD Graphics 520,Windows 10,1468.0,1080,1920,2.5,1.54
HP,250 G6,15.6,4,Intel HD Graphics 400,No OS,299.0,768,1366,1.6,1.86
Asus,Rog GL502VM-DS74,15.6,16,Nvidia GeForce GTX 1060,Windows 10,1899.0,1080,1920,2.8,2.1
Dell,Inspiron 5767,17.3,8,AMD Radeon R7 M445,Linux,865.0,1080,1920,2.7,2.83
Lenovo,ThinkPad T470p,14.0,8,Nvidia GeForce GT 940MX,Windows 10,1903.0,1080,1920,2.8,1.96
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,15.6,8,Nvidia GeForce GTX 930MX,Windows 10,787.0,1080,1920,2.7,2.3
Dell,Latitude 5580,15.6,8,Intel HD Graphics 620,Windows 10,945.0,1080,1920,2.5,1.9
Asus,X541NA (N4200/4GB/1TB/W10),15.6,4,Intel HD Graphics 505,Windows 10,449.0,768,1366,1.1,2.0
HP,EliteBook x360,13.3,8,Intel HD Graphics 620,Windows 10,2559.0,1080,1920,2.8,1.28
Dell,Inspiron 5368,13.3,8,Intel HD Graphics 520,Windows 10,649.0,1080,1920,2.3,1.62
Lenovo,IdeaPad 110-15ISK,15.6,4,Intel HD Graphics 520,No OS,469.0,1080,1920,2.0,2.2
Lenovo,ThinkPad E570,15.6,8,Intel HD Graphics 620,Windows 10,850.66,1080,1920,2.5,2.3
HP,EliteBook 850,15.6,8,AMD Radeon R7 M465,Windows 10,1349.0,1080,1920,2.6,1.84
Toshiba,Portege X30-D-10X,13.3,4,Intel HD Graphics 620,Windows 10,1285.0,1080,1920,2.5,1.05
Lenovo,Legion Y520-15IKBN,15.6,8,Nvidia GeForce GTX 1050,No OS,1017.0,1080,1920,2.5,2.5
Dell,XPS 13,13.3,16,Intel Iris Plus Graphics 640,Windows 10,2240.0,1800,3200,2.5,1.29
HP,Probook 450,15.6,4,Intel HD Graphics 520,Windows 10,910.0,1080,1920,2.3,2.07
Toshiba,Portégé Z30-C-188,13.3,8,Intel HD Graphics 520,Windows 10,1095.0,768,1366,2.3,1.2
Lenovo,ThinkPad Yoga,13.3,8,Intel HD Graphics 620,Windows 10,1950.0,1080,1920,2.7,1.37
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),14.0,8,Intel HD Graphics 620,Windows 10,902.0,1080,1920,2.5,1.56
Dell,Precision 3520,15.6,8,Nvidia Quadro M620,Windows 10,1778.0,1080,1920,2.8,2.23
Lenovo,ThinkPad L570,15.6,4,Intel HD Graphics 620,Windows 10,1055.0,768,1366,2.5,2.38
Lenovo,IdeaPad 110-15ISK,15.6,4,AMD Radeon R5 M430,No OS,479.0,1080,1920,2.0,2.2
Toshiba,Tecra A50-D-11D,15.6,8,Intel HD Graphics 620,Windows 10,1388.0,1080,1920,2.7,2.0
Lenovo,Thinkpad 13,13.3,4,Intel HD Graphics 620,Windows 10,735.0,1080,1920,2.4,1.44
Samsung,Notebook 9,15.0,16,Nvidia GeForce 940MX,Windows 10,1849.0,1080,1920,2.7,1.23
Dell,Latitude 7280,12.5,8,Intel HD Graphics 620,Windows 10,1690.0,1080,1920,2.8,1.6
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),15.6,4,Intel HD Graphics 505,Linux,398.99,768,1366,1.1,2.0
Xiaomi,Mi Notebook,13.3,8,Nvidia GeForce 940MX,Windows 10,935.0,1080,1920,2.3,1.28
Dell,Vostro 5568,15.6,4,Nvidia GeForce 940MX,Windows 10,912.5,1080,1920,2.5,2.18
HP,ProBook 450,15.6,4,Intel HD Graphics 620,Windows 10,839.0,1080,1920,2.5,2.04
HP,EliteBook x360,13.3,4,Intel HD Graphics 620,Windows 10,1700.0,1080,1920,2.5,1.28
HP,Pavilion x360,15.6,4,Intel HD Graphics 620,Windows 10,684.8,768,1366,2.5,2.3
Asus,VivoBook L402NA,14.1,4,Intel HD Graphics 500,Windows 10,348.0,768,1366,1.1,1.65
Lenovo,IdeaPad 510-15ISK,15.6,8,Nvidia GeForce 940MX,Windows 10,669.0,1080,1920,2.5,2.2
Dell,Inspiron 3552,15.6,4,Intel HD Graphics,Windows 10,369.0,768,1366,1.6,2.2
HP,EliteBook x360,13.3,4,Intel HD Graphics 620,Windows 10,1799.0,1080,1920,2.5,1.28
Dell,Vostro 3568,15.6,4,AMD Radeon R5 M420X,Linux,455.7,768,1366,2.0,2.18
Asus,Rog GL753VD-GC082T,17.3,12,Nvidia GeForce GTX 1050,Windows 10,1369.9,1080,1920,2.5,2.2
Acer,Chromebook C731-C78G,11.6,4,Intel HD Graphics 400,Chrome OS,297.0,768,1366,1.6,1.25
Lenovo,IdeaPad 110-17ACL,17.3,4,AMD Radeon R3,Windows 10,379.0,900,1600,2.2,2.8
HP,Probook 640,14.0,4,Intel HD Graphics 620,Windows 10,1265.0,1080,1920,2.5,1.95
HP,Envy x360,13.3,16,Intel HD Graphics 620,Windows 10,1399.0,1800,3200,2.7,1.42
Samsung,Notebook 9,15.0,8,Intel HD Graphics 620,Windows 10,1699.0,1080,1920,2.7,1.17
Lenovo,ThinkPad T470s,14.0,8,Intel HD Graphics 620,Windows 10,1799.0,1080,1920,2.5,1.32
MSI,GS73VR Stealth,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2649.0,2160,3840,2.6,2.43
Toshiba,Portege X30-D-10V,13.3,8,Intel HD Graphics 620,Windows 10,1475.0,1080,1920,2.5,1.05
Dell,Inspiron 7567,15.6,8,Nvidia GeForce GTX 1050Ti,Linux,929.0,1080,1920,2.8,2.62
HP,ProBook 450,15.6,8,Nvidia GeForce 930MX,Windows 10,900.0,1080,1920,2.7,2.04
Dell,Vostro 3568,15.6,4,AMD Radeon R5 M420X,Windows 10,614.0,768,1366,2.0,2.18
Dell,Latitude 5580,15.6,8,Intel HD Graphics 620,Windows 10,935.0,1080,1920,2.6,1.9
Dell,XPS 13,13.3,8,Intel HD Graphics 615,Windows 10,2013.1,1800,3200,1.3,1.24
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,17.3,32,Nvidia GeForce GTX 980M,Windows 10,1279.0,1080,1920,2.7,3.58
Dell,XPS 13,13.3,16,Intel HD Graphics 615,Windows 10,1649.0,1080,1920,1.3,1.22
Lenovo,ThinkPad X1,14.0,8,Intel HD Graphics 620,Windows 10,2049.0,1080,1920,2.7,1.13
Lenovo,ThinkPad T570,15.6,8,Intel HD Graphics 620,Windows 10,1962.99,1080,1920,2.5,1.95
LG,Gram 15Z970,15.6,16,Intel HD Graphics 620,Windows 10,2099.0,1080,1920,2.7,1.08
HP,Elitebook 820,12.5,8,Intel HD Graphics 620,Windows 10,1483.0,1080,1920,2.7,1.26
Acer,Chromebook CB5-571-C1DZ,15.6,4,Intel HD Graphics,Chrome OS,359.0,1080,1920,1.5,2.2
Lenovo,IdeaPad Y700-15ISK,15.6,8,Nvidia GeForce GTX 960M,Windows 10,789.0,1080,1920,2.3,2.6
LG,Gram 14Z970,14.0,8,Intel HD Graphics 620,Windows 10,1899.0,1080,1920,2.7,0.98
Dell,Latitude 5480,14.0,8,Intel HD Graphics 620,Windows 10,1205.0,1080,1920,2.8,1.6
HP,Elitebook Folio,12.5,8,Intel HD Graphics 515,Windows 10,3100.0,2160,3840,1.2,1.09
Lenovo,IdeaPad 510-15IKB,15.6,6,Nvidia GeForce 940MX,Windows 10,789.0,1080,1920,2.7,2.2
HP,ProBook 450,15.6,8,Nvidia GeForce 930MX,Windows 10,1018.99,1080,1920,2.7,2.04
Acer,Aspire E5-575,15.6,4,Intel HD Graphics 620,Windows 10,499.0,1080,1920,2.4,2.4
Lenovo,ThinkPad 13,13.3,4,Intel HD Graphics 620,Windows 10,881.0,1080,1920,2.5,1.44
HP,Probook 430,13.3,8,Intel HD Graphics 620,Windows 10,960.0,1080,1920,2.5,1.49
MSI,GE72VR 6RF,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1599.0,1080,1920,2.8,2.7
Dell,Inspiron 7567,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1349.0,1080,1920,2.8,2.6
MSI,GL62M 7RD,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1119.91,1080,1920,2.5,2.2
Dell,Vostro 3568,15.6,4,AMD Radeon R5 M420,Windows 10,684.99,768,1366,2.5,2.18
HP,EliteBook 850,15.6,8,AMD Radeon R7 M365X,Windows 10,1296.99,1080,1920,2.5,1.84
HP,Envy 13-AB077cl,13.3,8,Intel HD Graphics 620,Windows 10,1149.0,1800,3200,2.7,1.39
Toshiba,Tecra Z50-C-140,15.6,16,Nvidia GeForce 930M,Windows 10,1975.0,1080,1920,2.6,2.4
Lenovo,ThinkPad Yoga,13.3,8,Intel HD Graphics 620,Windows 10,1825.0,1080,1920,2.5,1.37
Dell,Latitude 3580,15.6,4,Intel HD Graphics 520,Windows 10,729.9,768,1366,2.3,1.95
Lenovo,Thinkpad X270,12.5,8,Intel HD Graphics 620,Windows 10,1650.0,1080,1920,2.7,1.36
HP,Probook 650,15.6,8,Intel HD Graphics 520,Windows 10,1165.0,1080,1920,2.3,2.31
Dell,Vostro 3568,15.6,4,Intel HD Graphics 620,Windows 10,708.06,768,1366,2.5,2.18
HP,ProBook 640,14.0,4,Intel HD Graphics 520,Windows 10,1149.0,768,1366,2.3,1.95
Lenovo,IdeaPad 320-15IAP,15.6,4,Intel HD Graphics 505,Windows 10,309.0,768,1366,1.1,2.2
HP,EliteBook 820,12.5,4,Intel HD Graphics 520,Windows 10,1579.0,1080,1920,2.3,1.26
HP,250 G6,15.6,4,Intel HD Graphics 400,No OS,288.9,768,1366,1.6,1.86
Lenovo,Yoga 900-13ISK,13.3,16,Intel Iris Graphics 540,Windows 10,1799.0,1800,3200,2.2,1.3
Toshiba,Tecra Z40-C-12X,14.0,4,Intel HD Graphics 520,Windows 10,1105.0,1080,1920,2.3,1.47
HP,EliteBook 820,12.5,8,Intel HD Graphics 520,Windows 10,1669.0,1080,1920,2.3,1.26
Dell,Vostro 3568,15.6,4,Intel HD Graphics 520,Windows 10,558.6,768,1366,2.0,2.18
MSI,GP62M Leopard,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1199.0,1080,1920,2.8,2.2
Dell,Latitude 7480,14.0,8,Intel HD Graphics 620,Windows 10,1639.0,1080,1920,2.5,1.36
Dell,Alienware 17,17.3,16,Nvidia GeForce GTX 1080,Windows 10,2758.0,1440,2560,2.7,4.36
HP,Omen 17-W006na,17.3,8,Nvidia GeForce GTX 965M,Windows 10,1399.0,1080,1920,2.3,2.75
